fdate,doubleq,avgRET
31dec2020,6,.45125094
31dec2020,7,.38530564
31dec2020,8,.26797292
31dec2020,9,.30595213
31dec2020,10,.36445677
31dec2020,11,.5230642
31dec2020,12,.42887479
31dec2020,13,.2919741
31dec2020,14,.3367708
31dec2020,15,.34495425
31dec2020,16,.44411999
31dec2020,17,.27477852
31dec2020,18,.31129658
31dec2020,19,.32416722
31dec2020,20,.35582846
31dec2020,21,.18248528
31dec2020,22,.10007199
31dec2020,23,.17891394
31dec2020,24,.21674091
31dec2020,25,.24596329
